geography_code,Subgroup,Group,Supergroup
E01000001,3c1,3c,3
E01000002,3c1,3c,3
E01000003,3b1,3b,3
E01000005,3b2,3b,3
E01000006,4c1,4c,4
E01000007,4a3,4a,4
E01000008,4a3,4a,4
E01000009,4c1,4c,4
E01000011,4c1,4c,4
E01000012,4a3,4a,4
E01000013,4a2,4a,4
E01000014,4a1,4a,4
E01000015,4a2,4a,4
E01000016,4b3,4b,4
E01000017,4a2,4a,4
E01000018,4a2,4a,4
E01000019,4c1,4c,4
E01000020,4a1,4a,4
E01000021,4c1,4c,4
E01000022,4b3,4b,4
E01000024,4b3,4b,4
E01000025,4a1,4a,4
E01000027,4a1,4a,4
E01000028,4a3,4a,4
E01000029,4c1,4c,4
E01000030,4a3,4a,4
E01000031,4c1,4c,4
E01000032,4b3,4b,4
E01000033,4a1,4a,4
E01000034,4a1,4a,4
E01000035,4a2,4a,4
E01000036,4b1,4b,4
E01000037,4b3,4b,4
E01000038,4b3,4b,4
E01000039,4b2,4b,4
E01000040,4a3,4a,4
E01000041,4a2,4a,4
E01000042,4a3,4a,4
E01000043,4a3,4a,4
E01000044,4b2,4b,4
E01000045,4a2,4a,4
E01000046,4a1,4a,4
E01000049,4a3,4a,4
E01000050,4c1,4c,4
E01000051,4a3,4a,4
E01000052,4a3,4a,4
E01000053,4a2,4a,4
E01000054,4a1,4a,4
E01000055,4a1,4a,4
E01000056,4a2,4a,4
E01000057,4a2,4a,4
E01000058,4a2,4a,4
E01000059,4a1,4a,4
E01000060,4a1,4a,4
E01000061,3b2,3b,3
E01000062,4b3,4b,4
E01000063,4a1,4a,4
E01000064,4a2,4a,4
E01000065,4a2,4a,4
E01000066,4c1,4c,4
E01000067,4c1,4c,4
E01000068,4c1,4c,4
E01000069,4c1,4c,4
E01000070,4c1,4c,4
E01000071,4c1,4c,4
E01000072,4a1,4a,4
E01000073,4a2,4a,4
E01000074,4a1,4a,4
E01000075,4b3,4b,4
E01000076,4a2,4a,4
E01000077,4a1,4a,4
E01000078,4a1,4a,4
E01000079,4a1,4a,4
E01000080,4a1,4a,4
E01000081,4a1,4a,4
E01000082,4a1,4a,4
E01000083,4a1,4a,4
E01000084,4a2,4a,4
E01000085,4a1,4a,4
E01000086,4a1,4a,4
E01000087,4a2,4a,4
E01000088,4a2,4a,4
E01000089,4a2,4a,4
E01000090,4a2,4a,4
E01000091,4a3,4a,4
E01000093,4a3,4a,4
E01000094,4a3,4a,4
E01000095,4a1,4a,4
E01000096,4a3,4a,4
E01000097,4b3,4b,4
E01000098,4a1,4a,4
E01000099,4a2,4a,4
E01000100,4a1,4a,4
E01000101,4b3,4b,4
E01000102,4a2,4a,4
E01000103,4a1,4a,4
E01000104,4a2,4a,4
E01000105,4a2,4a,4
E01000106,4a3,4a,4
E01000107,4b2,4b,4
E01000108,4a2,4a,4
E01000110,4c1,4c,4
E01000111,4a3,4a,4
E01000112,4b2,4b,4
E01000113,4b2,4b,4
E01000114,4b2,4b,4
E01000115,5b2,5b,5
E01000116,5b1,5b,5
E01000117,5b1,5b,5
E01000118,4b2,4b,4
E01000119,5b2,5b,5
E01000120,5b2,5b,5
E01000121,4a2,4a,4
E01000122,5b2,5b,5
E01000123,4b2,4b,4
E01000124,4b2,4b,4
E01000126,4a2,4a,4
E01000127,4a2,4a,4
E01000128,4a2,4a,4
E01000129,4a2,4a,4
E01000130,4a2,4a,4
E01000131,5b2,5b,5
E01000132,4a2,4a,4
E01000133,4a2,4a,4
E01000134,4a2,4a,4
E01000135,5a1,5a,5
E01000136,5a1,5a,5
E01000137,3b2,3b,3
E01000138,4b1,4b,4
E01000139,5a1,5a,5
E01000140,3c2,3c,3
E01000141,3b1,3b,3
E01000142,4b2,4b,4
E01000143,4a2,4a,4
E01000144,3c2,3c,3
E01000145,5a1,5a,5
E01000146,3c2,3c,3
E01000147,4b1,4b,4
E01000150,4b1,4b,4
E01000151,4a3,4a,4
E01000152,4a3,4a,4
E01000153,4a2,4a,4
E01000154,4a3,4a,4
E01000156,4b2,4b,4
E01000157,3c2,3c,3
E01000158,4b2,4b,4
E01000159,5a1,5a,5
E01000160,4b2,4b,4
E01000161,3c2,3c,3
E01000162,4b4,4b,4
E01000163,3b1,3b,3
E01000164,3b1,3b,3
E01000165,4b2,4b,4
E01000166,5b1,5b,5
E01000167,4b4,4b,4
E01000168,5b2,5b,5
E01000169,6c2,6c,6
E01000170,4b2,4b,4
E01000171,3c2,3c,3
E01000172,5b1,5b,5
E01000173,5b1,5b,5
E01000174,3c2,3c,3
E01000175,5a3,5a,5
E01000176,4a2,4a,4
E01000177,6c1,6c,6
E01000178,5a3,5a,5
E01000179,3c2,3c,3
E01000180,3b1,3b,3
E01000181,6c1,6c,6
E01000182,3c2,3c,3
E01000183,5a3,5a,5
E01000184,4a2,4a,4
E01000185,3b1,3b,3
E01000186,5b2,5b,5
E01000187,5b2,5b,5
E01000188,5b2,5b,5
E01000189,4a2,4a,4
E01000190,4b1,4b,4
E01000191,5a1,5a,5
E01000192,5a1,5a,5
E01000193,4b1,4b,4
E01000194,4b1,4b,4
E01000195,4a2,4a,4
E01000196,3c2,3c,3
E01000197,3c2,3c,3
E01000198,5a1,5a,5
E01000199,5a2,5a,5
E01000200,5a1,5a,5
E01000201,5a2,5a,5
E01000202,5a1,5a,5
E01000203,3b1,3b,3
E01000204,5a1,5a,5
E01000205,5a3,5a,5
E01000206,5a2,5a,5
E01000207,5a3,5a,5
E01000208,5a1,5a,5
E01000209,5a3,5a,5
E01000210,5a1,5a,5
E01000211,3c2,3c,3
E01000212,4b2,4b,4
E01000213,5a2,5a,5
E01000214,5a3,5a,5
E01000215,5a1,5a,5
E01000216,4b2,4b,4
E01000217,5a1,5a,5
E01000218,5a1,5a,5
E01000219,4b1,4b,4
E01000220,4b2,4b,4
E01000221,4a2,4a,4
E01000222,4b1,4b,4
E01000223,4a2,4a,4
E01000224,4b1,4b,4
E01000225,5a1,5a,5
E01000226,4a2,4a,4
E01000227,5b2,5b,5
E01000228,5b1,5b,5
E01000229,4b1,4b,4
E01000230,5a1,5a,5
E01000231,4b1,4b,4
E01000232,4b1,4b,4
E01000233,5b2,5b,5
E01000234,4b2,4b,4
E01000235,4b3,4b,4
E01000236,5a1,5a,5
E01000237,4b2,4b,4
E01000238,4b2,4b,4
E01000239,3c2,3c,3
E01000240,4b1,4b,4
E01000241,5a1,5a,5
E01000242,5a1,5a,5
E01000243,3c2,3c,3
E01000244,4a2,4a,4
E01000245,3b2,3b,3
E01000246,5a1,5a,5
E01000247,6c2,6c,6
E01000248,6c2,6c,6
E01000249,5a1,5a,5
E01000250,3c2,3c,3
E01000251,3c2,3c,3
E01000252,6c2,6c,6
E01000253,5a2,5a,5
E01000254,5a3,5a,5
E01000255,4b3,4b,4
E01000256,4b2,4b,4
E01000257,4a2,4a,4
E01000258,4b2,4b,4
E01000259,5b2,5b,5
E01000260,4b1,4b,4
E01000261,5a1,5a,5
E01000263,5b2,5b,5
E01000264,3c2,3c,3
E01000265,4b2,4b,4
E01000266,5a2,5a,5
E01000267,5b2,5b,5
E01000268,3b1,3b,3
E01000269,5a1,5a,5
E01000270,5a1,5a,5
E01000271,5a1,5a,5
E01000272,5a1,5a,5
E01000273,5a1,5a,5
E01000274,3b1,3b,3
E01000275,3c2,3c,3
E01000276,5b2,5b,5
E01000277,3b1,3b,3
E01000278,5b2,5b,5
E01000279,5a2,5a,5
E01000280,5a2,5a,5
E01000281,5a3,5a,5
E01000282,6c2,6c,6
E01000283,5b2,5b,5
E01000284,4a2,4a,4
E01000285,4b2,4b,4
E01000286,6a2,6a,6
E01000287,6a2,6a,6
E01000288,4b2,4b,4
E01000289,4a2,4a,4
E01000290,4b4,4b,4
E01000291,4a2,4a,4
E01000292,4b2,4b,4
E01000293,5a3,5a,5
E01000294,6c2,6c,6
E01000295,4b2,4b,4
E01000296,3c2,3c,3
E01000297,4b2,4b,4
E01000298,3c2,3c,3
E01000299,4b2,4b,4
E01000300,4b2,4b,4
E01000301,5a1,5a,5
E01000302,3b1,3b,3
E01000303,5a1,5a,5
E01000304,3c2,3c,3
E01000305,4b1,4b,4
E01000306,4b1,4b,4
E01000307,4b1,4b,4
E01000308,3c1,3c,3
E01000309,4b1,4b,4
E01000310,4b1,4b,4
E01000311,4b1,4b,4
E01000312,4b2,4b,4
E01000313,4b1,4b,4
E01000314,4b1,4b,4
E01000315,4a2,4a,4
E01000316,4b2,4b,4
E01000317,3c2,3c,3
E01000318,5b2,5b,5
E01000319,5a3,5a,5
E01000320,3b1,3b,3
E01000321,3c2,3c,3
E01000322,3c2,3c,3
E01000323,3c2,3c,3
E01000324,4b1,4b,4
E01000325,5b2,5b,5
E01000326,6c2,6c,6
E01000327,5b2,5b,5
E01000328,5b1,5b,5
E01000329,5a3,5a,5
E01000330,6a3,6a,6
E01000331,6a1,6a,6
E01000332,6c2,6c,6
E01000333,6c2,6c,6
E01000334,6c2,6c,6
E01000335,4b3,4b,4
E01000336,4a2,4a,4
E01000337,4b2,4b,4
E01000338,4b2,4b,4
E01000339,2a1,2a,2
E01000340,5a1,5a,5
E01000341,5b1,5b,5
E01000342,2a3,2a,2
E01000343,5a1,5a,5
E01000344,6c1,6c,6
E01000345,5b2,5b,5
E01000346,5b1,5b,5
E01000347,5b1,5b,5
E01000348,5b2,5b,5
E01000349,5b2,5b,5
E01000350,6c2,6c,6
E01000351,5b1,5b,5
E01000352,5a3,5a,5
E01000353,5b2,5b,5
E01000354,5b1,5b,5
E01000355,5b2,5b,5
E01000356,5b2,5b,5
E01000357,5b2,5b,5
E01000358,5a1,5a,5
E01000359,5b2,5b,5
E01000360,4b2,4b,4
E01000361,5a3,5a,5
E01000362,5a1,5a,5
E01000363,5a1,5a,5
E01000364,5a1,5a,5
E01000365,5a1,5a,5
E01000366,6c2,6c,6
E01000367,6a1,6a,6
E01000368,6a2,6a,6
E01000369,5b1,5b,5
E01000370,6c2,6c,6
E01000371,6c2,6c,6
E01000372,5a1,5a,5
E01000373,6a3,6a,6
E01000374,6a1,6a,6
E01000375,6a1,6a,6
E01000376,6c2,6c,6
E01000377,6c2,6c,6
E01000379,6a1,6a,6
E01000380,6a3,6a,6
E01000381,6a2,6a,6
E01000382,5a3,5a,5
E01000383,2b2,2b,2
E01000384,5b1,5b,5
E01000385,6a3,6a,6
E01000386,3b1,3b,3
E01000387,6c2,6c,6
E01000388,5b1,5b,5
E01000389,5a1,5a,5
E01000390,5b2,5b,5
E01000391,6c2,6c,6
E01000392,5b1,5b,5
E01000393,5b1,5b,5
E01000394,5a1,5a,5
E01000395,5b1,5b,5
E01000396,5b1,5b,5
E01000398,6a1,6a,6
E01000399,5b2,5b,5
E01000400,5b2,5b,5
E01000401,6a2,6a,6
E01000402,4b2,4b,4
E01000403,3b1,3b,3
E01000404,4a2,4a,4
E01000405,4b2,4b,4
E01000406,4b2,4b,4
E01000407,4b2,4b,4
E01000408,4b3,4b,4
E01000409,5b2,5b,5
E01000410,5b1,5b,5
E01000411,5b1,5b,5
E01000412,5b1,5b,5
E01000413,5b1,5b,5
E01000414,4b2,4b,4
E01000415,5b2,5b,5
E01000416,4a2,4a,4
E01000417,4a2,4a,4
E01000418,4b2,4b,4
E01000419,5b1,5b,5
E01000420,6c2,6c,6
E01000421,5b2,5b,5
E01000422,4a2,4a,4
E01000423,5a1,5a,5
E01000424,3c2,3c,3
E01000425,5b2,5b,5
E01000426,5a1,5a,5
E01000427,6a2,6a,6
E01000428,3b1,3b,3
E01000429,6a3,6a,6
E01000430,4b3,4b,4
E01000431,6a3,6a,6
E01000433,4a2,4a,4
E01000434,6a3,6a,6
E01000435,6a3,6a,6
E01000436,5b2,5b,5
E01000437,5b2,5b,5
E01000438,6a1,6a,6
E01000439,6a1,6a,6
E01000440,5b1,5b,5
E01000441,6a2,6a,6
E01000442,5b1,5b,5
E01000443,6a2,6a,6
E01000444,5a2,5a,5
E01000445,5b1,5b,5
E01000446,2a3,2a,2
E01000447,6c2,6c,6
E01000448,1b1,1b,1
E01000449,1c1,1c,1
E01000450,6a2,6a,6
E01000451,5b2,5b,5
E01000452,5b1,5b,5
E01000453,5b2,5b,5
E01000454,5b1,5b,5
E01000455,5b2,5b,5
E01000456,5b2,5b,5
E01000457,3c2,3c,3
E01000458,5b1,5b,5
E01000459,6c2,6c,6
E01000460,5a2,5a,5
E01000461,5b1,5b,5
E01000462,3c2,3c,3
E01000463,5b1,5b,5
E01000464,4a2,4a,4
E01000465,6a3,6a,6
E01000466,4a2,4a,4
E01000467,4a1,4a,4
E01000468,4a2,4a,4
E01000469,4a2,4a,4
E01000470,3b2,3b,3
E01000471,4b1,4b,4
E01000472,3b1,3b,3
E01000473,4c1,4c,4
E01000474,4c1,4c,4
E01000475,4c1,4c,4
E01000476,4c1,4c,4
E01000477,4b1,4b,4
E01000478,4c1,4c,4
E01000479,5a1,5a,5
E01000480,5b2,5b,5
E01000481,4b1,4b,4
E01000483,4a3,4a,4
E01000484,4a3,4a,4
E01000485,4b1,4b,4
E01000486,4b1,4b,4
E01000487,4b1,4b,4
E01000488,5a1,5a,5
E01000489,4b2,4b,4
E01000490,3c2,3c,3
E01000491,4b4,4b,4
E01000492,4b2,4b,4
E01000493,4b2,4b,4
E01000494,3b1,3b,3
E01000495,3b1,3b,3
E01000497,4b1,4b,4
E01000498,4c1,4c,4
E01000499,4a3,4a,4
E01000501,4a3,4a,4
E01000502,4b1,4b,4
E01000503,4b1,4b,4
E01000504,4a2,4a,4
E01000505,4b1,4b,4
E01000506,4a3,4a,4
E01000507,4b1,4b,4
E01000508,4a3,4a,4
E01000509,4b1,4b,4
E01000510,4b1,4b,4
E01000511,4c1,4c,4
E01000512,4b2,4b,4
E01000513,4b1,4b,4
E01000514,4b1,4b,4
E01000515,4a3,4a,4
E01000516,4b1,4b,4
E01000517,5b2,5b,5
E01000518,4a2,4a,4
E01000519,4b1,4b,4
E01000520,4b1,4b,4
E01000521,4a3,4a,4
E01000522,4a2,4a,4
E01000523,4a2,4a,4
E01000524,4a3,4a,4
E01000525,3b1,3b,3
E01000526,4a3,4a,4
E01000527,4a3,4a,4
E01000528,4a3,4a,4
E01000530,4b2,4b,4
E01000531,4a2,4a,4
E01000532,4a2,4a,4
E01000533,4a3,4a,4
E01000534,4a2,4a,4
E01000535,4a2,4a,4
E01000536,5b2,5b,5
E01000538,5b2,5b,5
E01000539,5b2,5b,5
E01000540,5b2,5b,5
E01000541,4b1,4b,4
E01000543,5b2,5b,5
E01000544,3b1,3b,3
E01000545,3b1,3b,3
E01000546,3c2,3c,3
E01000547,3c2,3c,3
E01000548,3b2,3b,3
E01000549,3c2,3c,3
E01000550,3b1,3b,3
E01000551,3b2,3b,3
E01000552,4a3,4a,4
E01000553,4a2,4a,4
E01000554,4a2,4a,4
E01000555,4b1,4b,4
E01000556,3b1,3b,3
E01000557,3b1,3b,3
E01000558,3b1,3b,3
E01000559,3c2,3c,3
E01000560,3c2,3c,3
E01000561,3b2,3b,3
E01000562,5b2,5b,5
E01000563,4b1,4b,4
E01000564,4b1,4b,4
E01000565,4b1,4b,4
E01000566,5b2,5b,5
E01000567,4b1,4b,4
E01000568,4b1,4b,4
E01000569,5b2,5b,5
E01000570,4b1,4b,4
E01000571,4b1,4b,4
E01000572,5b2,5b,5
E01000573,4b1,4b,4
E01000574,4b1,4b,4
E01000575,4b1,4b,4
E01000576,5b2,5b,5
E01000577,4a3,4a,4
E01000578,4b1,4b,4
E01000579,3c2,3c,3
E01000580,3c2,3c,3
E01000581,3c2,3c,3
E01000582,6c2,6c,6
E01000583,3c2,3c,3
E01000584,4b2,4b,4
E01000585,3c2,3c,3
E01000586,3c2,3c,3
E01000587,4b1,4b,4
E01000589,4b1,4b,4
E01000590,4b1,4b,4
E01000591,4b1,4b,4
E01000592,4b1,4b,4
E01000593,4b1,4b,4
E01000594,4b1,4b,4
E01000595,4a3,4a,4
E01000596,4a3,4a,4
E01000599,4a3,4a,4
E01000601,4a3,4a,4
E01000602,4a3,4a,4
E01000603,3b2,3b,3
E01000604,4a3,4a,4
E01000605,4a3,4a,4
E01000606,4b1,4b,4
E01000607,4b1,4b,4
E01000608,4b1,4b,4
E01000609,4b1,4b,4
E01000610,4b1,4b,4
E01000611,4c1,4c,4
E01000612,4b1,4b,4
E01000613,4a3,4a,4
E01000615,3b1,3b,3
E01000616,4b1,4b,4
E01000617,4b1,4b,4
E01000618,4b1,4b,4
E01000619,4b1,4b,4
E01000620,4b1,4b,4
E01000621,4b1,4b,4
E01000622,3b1,3b,3
E01000623,4b1,4b,4
E01000624,4b1,4b,4
E01000625,4b1,4b,4
E01000626,4a2,4a,4
E01000627,4a3,4a,4
E01000628,4b1,4b,4
E01000629,4b1,4b,4
E01000630,4b1,4b,4
E01000631,4c1,4c,4
E01000632,4c1,4c,4
E01000633,4c1,4c,4
E01000634,4b1,4b,4
E01000636,4b1,4b,4
E01000637,4a2,4a,4
E01000638,4a3,4a,4
E01000639,3b1,3b,3
E01000640,4a3,4a,4
E01000641,4a2,4a,4
E01000642,3b1,3b,3
E01000643,4a2,4a,4
E01000644,4b2,4b,4
E01000645,5a2,5a,5
E01000646,6c2,6c,6
E01000647,6c2,6c,6
E01000648,5a3,5a,5
E01000649,5a2,5a,5
E01000650,5a2,5a,5
E01000651,6c2,6c,6
E01000652,5a2,5a,5
E01000653,5a2,5a,5
E01000654,2a1,2a,2
E01000655,2a1,2a,2
E01000656,2b2,2b,2
E01000657,2c2,2c,2
E01000658,2b2,2b,2
E01000659,2a1,2a,2
E01000661,3c2,3c,3
E01000662,6a1,6a,6
E01000663,6a2,6a,6
E01000664,5b1,5b,5
E01000665,5a3,5a,5
E01000666,5a2,5a,5
E01000667,5a2,5a,5
E01000668,6c2,6c,6
E01000669,6c2,6c,6
E01000670,5a1,5a,5
E01000671,3c2,3c,3
E01000672,5a3,5a,5
E01000673,6a3,6a,6
E01000674,6c2,6c,6
E01000676,3c2,3c,3
E01000677,6c2,6c,6
E01000678,5b1,5b,5
E01000679,6c1,6c,6
E01000680,1c1,1c,1
E01000681,5b2,5b,5
E01000682,5b2,5b,5
E01000683,5a3,5a,5
E01000684,5b2,5b,5
E01000685,5b1,5b,5
E01000686,5b2,5b,5
E01000687,5a2,5a,5
E01000688,1c1,1c,1
E01000689,5a1,5a,5
E01000690,5a3,5a,5
E01000691,5a3,5a,5
E01000692,6c1,6c,6
E01000693,5a2,5a,5
E01000694,5a2,5a,5
E01000695,5a2,5a,5
E01000696,5a2,5a,5
E01000697,5a3,5a,5
E01000698,5b2,5b,5
E01000699,3c2,3c,3
E01000700,6c1,6c,6
E01000701,6c2,6c,6
E01000702,6c2,6c,6
E01000703,3c2,3c,3
E01000704,6c2,6c,6
E01000705,6c2,6c,6
E01000706,6c1,6c,6
E01000707,5b1,5b,5
E01000708,6c2,6c,6
E01000709,3c2,3c,3
E01000710,3c2,3c,3
E01000711,3c2,3c,3
E01000712,3c2,3c,3
E01000713,6c2,6c,6
E01000714,3c2,3c,3
E01000715,3c2,3c,3
E01000716,5a1,5a,5
E01000717,3c2,3c,3
E01000718,6c2,6c,6
E01000719,6a3,6a,6
E01000720,6a3,6a,6
E01000721,6a3,6a,6
E01000722,6a2,6a,6
E01000723,5b2,5b,5
E01000724,6a3,6a,6
E01000725,6a3,6a,6
E01000726,5b1,5b,5
E01000727,6c2,6c,6
E01000728,6a1,6a,6
E01000729,6a3,6a,6
E01000730,6a3,6a,6
E01000731,6a1,6a,6
E01000732,6a2,6a,6
E01000733,6a3,6a,6
E01000734,5b2,5b,5
E01000735,6a2,6a,6
E01000736,5b1,5b,5
E01000737,6a2,6a,6
E01000738,6a2,6a,6
E01000739,6a3,6a,6
E01000741,3c2,3c,3
E01000742,3b1,3b,3
E01000743,3b1,3b,3
E01000744,6a3,6a,6
E01000745,3c2,3c,3
E01000746,3c2,3c,3
E01000747,5a1,5a,5
E01000748,2b1,2b,2
E01000749,1a1,1a,1
E01000750,6a2,6a,6
E01000751,5a3,5a,5
E01000752,5a3,5a,5
E01000753,1c1,1c,1
E01000754,6c2,6c,6
E01000755,6c1,6c,6
E01000756,5a2,5a,5
E01000757,1c1,1c,1
E01000758,5b2,5b,5
E01000759,1b1,1b,1
E01000760,5a1,5a,5
E01000761,1b1,1b,1
E01000762,5a3,5a,5
E01000763,5b2,5b,5
E01000764,6a1,6a,6
E01000765,6c2,6c,6
E01000766,1c1,1c,1
E01000767,1b1,1b,1
E01000768,1c1,1c,1
E01000769,5b1,5b,5
E01000770,5b2,5b,5
E01000771,5a3,5a,5
E01000772,5a3,5a,5
E01000773,5b1,5b,5
E01000774,6c1,6c,6
E01000775,5a3,5a,5
E01000777,6c2,6c,6
E01000778,6a2,6a,6
E01000779,5a1,5a,5
E01000780,6c2,6c,6
E01000781,6a3,6a,6
E01000782,6a3,6a,6
E01000783,6a1,6a,6
E01000784,6c1,6c,6
E01000785,6a3,6a,6
E01000786,5b2,5b,5
E01000787,6a1,6a,6
E01000788,5b2,5b,5
E01000789,6a3,6a,6
E01000790,3c2,3c,3
E01000791,5b2,5b,5
E01000792,5b1,5b,5
E01000793,5b2,5b,5
E01000794,5b2,5b,5
E01000795,5b1,5b,5
E01000796,4a2,4a,4
E01000797,6c2,6c,6
E01000798,4a2,4a,4
E01000799,6c2,6c,6
E01000800,3c2,3c,3
E01000801,6c2,6c,6
E01000802,6c1,6c,6
E01000803,3c2,3c,3
E01000804,5a3,5a,5
E01000805,6c2,6c,6
E01000806,3b1,3b,3
E01000807,5b2,5b,5
E01000808,5b2,5b,5
E01000809,5a2,5a,5
E01000810,5b2,5b,5
E01000811,5b2,5b,5
E01000812,6c2,6c,6
E01000813,5b2,5b,5
E01000814,5b2,5b,5
E01000815,1c1,1c,1
E01000816,5b1,5b,5
E01000818,5b1,5b,5
E01000819,6a3,6a,6
E01000820,5a1,5a,5
E01000822,6c2,6c,6
E01000823,6c2,6c,6
E01000824,6c2,6c,6
E01000825,6c2,6c,6
E01000826,5b2,5b,5
E01000827,5a1,5a,5
E01000828,6c2,6c,6
E01000829,6c1,6c,6
E01000830,5a2,5a,5
E01000831,5a1,5a,5
E01000832,5b2,5b,5
E01000833,5b2,5b,5
E01000834,5b1,5b,5
E01000835,6c2,6c,6
E01000836,5b1,5b,5
E01000837,5a3,5a,5
E01000838,5a2,5a,5
E01000839,5a1,5a,5
E01000840,5a2,5a,5
E01000841,5a1,5a,5
E01000842,3c1,3c,3
E01000843,3c1,3c,3
E01000844,3c1,3c,3
E01000845,3c2,3c,3
E01000846,3b2,3b,3
E01000847,3b2,3b,3
E01000848,3c2,3c,3
E01000849,3c1,3c,3
E01000850,3c1,3c,3
E01000851,3c1,3c,3
E01000853,3b2,3b,3
E01000855,3c1,3c,3
E01000856,3b2,3b,3
E01000857,3c2,3c,3
E01000858,4a3,4a,4
E01000859,3c2,3c,3
E01000860,3c2,3c,3
E01000861,3b1,3b,3
E01000862,3c2,3c,3
E01000863,3b1,3b,3
E01000866,3b1,3b,3
E01000867,3b2,3b,3
E01000868,4a3,4a,4
E01000869,3c2,3c,3
E01000870,3b1,3b,3
E01000871,5a1,5a,5
E01000872,3b1,3b,3
E01000873,3c2,3c,3
E01000874,3c1,3c,3
E01000875,3c2,3c,3
E01000876,3b1,3b,3
E01000877,3c2,3c,3
E01000878,3c1,3c,3
E01000879,3c2,3c,3
E01000880,3c1,3c,3
E01000881,3c1,3c,3
E01000882,3c1,3c,3
E01000883,3c1,3c,3
E01000884,5a1,5a,5
E01000885,5a3,5a,5
E01000886,3c2,3c,3
E01000887,3c2,3c,3
E01000888,3c2,3c,3
E01000889,3b1,3b,3
E01000890,3b2,3b,3
E01000891,3b2,3b,3
E01000892,3c2,3c,3
E01000893,3c2,3c,3
E01000894,3c2,3c,3
E01000895,3c2,3c,3
E01000896,3c2,3c,3
E01000897,3c2,3c,3
E01000898,3c2,3c,3
E01000899,5a3,5a,5
E01000900,3c2,3c,3
E01000901,3b2,3b,3
E01000902,3b2,3b,3
E01000903,3c2,3c,3
E01000904,3b2,3b,3
E01000905,3b2,3b,3
E01000906,3c1,3c,3
E01000907,3b1,3b,3
E01000908,3b1,3b,3
E01000909,3c2,3c,3
E01000910,6c1,6c,6
E01000911,3c2,3c,3
E01000912,3b1,3b,3
E01000913,5a2,5a,5
E01000914,3c1,3c,3
E01000915,3b2,3b,3
E01000916,3b1,3b,3
E01000917,3b2,3b,3
E01000918,3b1,3b,3
E01000919,3b1,3b,3
E01000920,3c2,3c,3
E01000921,3c2,3c,3
E01000922,3b1,3b,3
E01000923,3c2,3c,3
E01000924,3c2,3c,3
E01000925,3b2,3b,3
E01000926,3c2,3c,3
E01000927,3c2,3c,3
E01000928,3c2,3c,3
E01000929,3b2,3b,3
E01000930,3b1,3b,3
E01000931,3b1,3b,3
E01000932,3c2,3c,3
E01000933,3c2,3c,3
E01000934,3b1,3b,3
E01000935,3b2,3b,3
E01000937,3a1,3a,3
E01000938,3b1,3b,3
E01000939,3b2,3b,3
E01000941,3b2,3b,3
E01000942,3a2,3a,3
E01000943,3a1,3a,3
E01000944,3b2,3b,3
E01000946,3b2,3b,3
E01000947,3b1,3b,3
E01000948,3c2,3c,3
E01000949,3b2,3b,3
E01000951,3b2,3b,3
E01000952,3b2,3b,3
E01000954,3b2,3b,3
E01000955,3b2,3b,3
E01000956,3b2,3b,3
E01000957,3c1,3c,3
E01000958,3b1,3b,3
E01000959,3b2,3b,3
E01000960,3c1,3c,3
E01000961,3b1,3b,3
E01000962,3c1,3c,3
E01000963,3c1,3c,3
E01000964,3c2,3c,3
E01000965,3c1,3c,3
E01000966,3c1,3c,3
E01000967,3c1,3c,3
E01000968,3c1,3c,3
E01000969,3c1,3c,3
E01000970,3c1,3c,3
E01000971,3c2,3c,3
E01000972,3b1,3b,3
E01000973,3b1,3b,3
E01000974,3b1,3b,3
E01000975,4b2,4b,4
E01000976,4a2,4a,4
E01000977,3b1,3b,3
E01000978,3c2,3c,3
E01000979,4b2,4b,4
E01000980,4b2,4b,4
E01000981,6c2,6c,6
E01000982,4b2,4b,4
E01000983,4b2,4b,4
E01000984,4b2,4b,4
E01000985,5b1,5b,5
E01000986,4a2,4a,4
E01000987,6c2,6c,6
E01000989,5b1,5b,5
E01000990,4b3,4b,4
E01000991,5b2,5b,5
E01000992,4b3,4b,4
E01000993,4a2,4a,4
E01000994,4b2,4b,4
E01000995,4b1,4b,4
E01000996,4b3,4b,4
E01000997,4b3,4b,4
E01000998,4a3,4a,4
E01000999,4b1,4b,4
E01001000,4a3,4a,4
E01001001,4a2,4a,4
E01001002,4b3,4b,4
E01001003,4a2,4a,4
E01001004,4b2,4b,4
E01001005,4b1,4b,4
E01001006,4b2,4b,4
E01001007,4b1,4b,4
E01001008,4b1,4b,4
E01001009,4b1,4b,4
E01001010,4a1,4a,4
E01001011,4a3,4a,4
E01001012,4a3,4a,4
E01001013,4a3,4a,4
E01001015,5a1,5a,5
E01001016,5b2,5b,5
E01001017,5b2,5b,5
E01001018,5b2,5b,5
E01001019,5b1,5b,5
E01001020,5a1,5a,5
E01001021,6a2,6a,6
E01001022,5b2,5b,5
E01001023,4b4,4b,4
E01001024,6c2,6c,6
E01001025,5b2,5b,5
E01001026,6a2,6a,6
E01001027,5b1,5b,5
E01001028,5b2,5b,5
E01001029,4b1,4b,4
E01001030,5b2,5b,5
E01001031,5b2,5b,5
E01001032,5a2,5a,5
E01001033,4b2,4b,4
E01001034,3c2,3c,3
E01001035,3c2,3c,3
E01001036,5a1,5a,5
E01001037,4b2,4b,4
E01001038,3c2,3c,3
E01001039,5a1,5a,5
E01001040,4b2,4b,4
E01001041,4a2,4a,4
E01001042,4a2,4a,4
E01001044,5a3,5a,5
