geography_code,Subgroup,Group,Supergroup
E01027729,6b2,6b,6
E01027730,2c2,2c,2
E01027731,2c2,2c,2
E01027732,1c1,1c,1
E01027733,1c1,1c,1
E01027734,1a1,1a,1
E01027735,1a1,1a,1
E01027736,2b1,2b,2
E01027737,2b1,2b,2
E01027738,2a1,2a,2
E01027739,2a3,2a,2
E01027740,8a2,8a,8
E01027741,6a2,6a,6
E01027742,2b1,2b,2
E01027743,2b1,2b,2
E01027744,2b1,2b,2
E01027745,2b1,2b,2
E01027746,1a1,1a,1
E01027747,2b2,2b,2
E01027748,2b1,2b,2
E01027749,7b1,7b,7
E01027751,1a1,1a,1
E01027752,2b1,2b,2
E01027753,2b1,2b,2
E01027756,2b1,2b,2
E01027758,2b1,2b,2
E01027759,2b1,2b,2
E01027760,2b1,2b,2
E01027761,1a1,1a,1
E01027762,2b1,2b,2
E01027763,2b1,2b,2
E01027764,2b1,2b,2
E01027765,2c1,2c,2
E01027766,2c1,2c,2
E01027767,2a2,2a,2
E01027768,1b1,1b,1
E01027769,2c2,2c,2
E01027770,2c2,2c,2
E01027771,6c2,6c,6
E01027772,2a1,2a,2
E01027773,2b1,2b,2
E01027774,2b1,2b,2
E01027775,2b2,2b,2
E01027776,2b1,2b,2
E01027777,2b1,2b,2
E01027778,2b1,2b,2
E01027779,2b1,2b,2
E01027780,2b1,2b,2
E01027781,2c2,2c,2
E01027782,2b1,2b,2
E01027783,2b1,2b,2
E01027784,7a2,7a,7
E01027786,1a2,1a,1
E01027787,7a2,7a,7
E01027788,2b2,2b,2
E01027790,6b3,6b,6
E01027791,1b2,1b,1
E01027792,2b1,2b,2
E01027793,7b2,7b,7
E01027794,2b1,2b,2
E01027795,7a2,7a,7
E01027796,2b1,2b,2
E01027797,2b1,2b,2
E01027798,2b1,2b,2
E01027799,2b1,2b,2
E01027800,1a1,1a,1
E01027801,2b1,2b,2
E01027802,2b1,2b,2
E01027803,2b1,2b,2
E01027804,3a3,3a,3
E01027805,8b2,8b,8
E01027806,8a2,8a,8
E01027807,2b1,2b,2
E01027808,2b1,2b,2
E01027809,1b2,1b,1
E01027810,6b2,6b,6
E01027811,6b2,6b,6
E01027812,6b3,6b,6
E01027813,2b1,2b,2
E01027814,2b1,2b,2
E01027815,2b1,2b,2
E01027816,1b1,1b,1
E01027817,7b2,7b,7
E01027818,2a1,2a,2
E01027819,7b1,7b,7
E01027820,7b1,7b,7
E01027821,1a1,1a,1
E01027822,2b1,2b,2
E01027823,2b1,2b,2
E01027824,8b2,8b,8
E01027825,7b1,7b,7
E01027826,6b2,6b,6
E01027827,8b2,8b,8
E01027828,1a2,1a,1
E01027829,1a2,1a,1
E01027830,7a2,7a,7
E01027833,2b1,2b,2
E01027834,1b2,1b,1
E01027835,2b1,2b,2
E01027836,2b1,2b,2
E01027837,7a2,7a,7
E01027838,2b1,2b,2
E01027839,7b1,7b,7
E01027840,7b2,7b,7
E01027841,2b1,2b,2
E01027842,1b1,1b,1
E01027843,7a2,7a,7
E01027844,1b1,1b,1
E01027845,2c2,2c,2
E01027847,8b3,8b,8
E01027849,2c1,2c,2
E01027850,7a2,7a,7
E01027851,2a3,2a,2
E01027852,8b3,8b,8
E01027853,8b3,8b,8
E01027854,8b3,8b,8
E01027855,1c1,1c,1
E01027856,1a2,1a,1
E01027857,2c2,2c,2
E01027858,1b1,1b,1
E01027859,2a2,2a,2
E01027860,2b1,2b,2
E01027861,6b1,6b,6
E01027862,6b3,6b,6
E01027863,1a2,1a,1
E01027864,7a2,7a,7
E01027865,6b2,6b,6
E01027866,7a2,7a,7
E01027867,1b1,1b,1
E01027868,8b2,8b,8
E01027871,7b2,7b,7
E01027872,7a2,7a,7
E01027873,2c2,2c,2
E01027874,7a2,7a,7
E01027875,1a1,1a,1
E01027876,2b2,2b,2
E01027877,2b2,2b,2
E01027878,7a2,7a,7
E01027879,2a2,2a,2
E01027880,1a1,1a,1
E01027881,2b2,2b,2
E01027882,1a1,1a,1
E01027883,1a1,1a,1
E01027884,2b1,2b,2
E01027885,1a1,1a,1
E01027886,2a2,2a,2
E01027887,1a1,1a,1
E01027888,2b2,2b,2
E01027889,2c2,2c,2
E01027890,1a1,1a,1
E01027891,1a1,1a,1
E01027892,7a2,7a,7
E01027893,2b2,2b,2
E01027894,2b2,2b,2
E01027895,1a1,1a,1
E01027896,1a1,1a,1
E01027897,1a1,1a,1
E01027899,1c2,1c,1
E01027900,2b1,2b,2
E01027901,2b1,2b,2
E01027902,2b1,2b,2
E01027903,1c1,1c,1
E01027904,2b1,2b,2
E01027906,7b1,7b,7
E01027907,7b1,7b,7
E01027908,6b3,6b,6
E01027909,6b3,6b,6
E01027913,1b2,1b,1
E01027914,2a2,2a,2
E01027915,7a2,7a,7
E01027916,2b2,2b,2
E01027918,2c2,2c,2
E01027919,2c2,2c,2
E01027920,1b2,1b,1
E01027921,2c2,2c,2
E01027922,1a1,1a,1
E01027923,2b1,2b,2
E01027924,1c2,1c,1
E01027925,1b1,1b,1
E01027926,7b1,7b,7
E01027927,2c2,2c,2
E01027928,6b3,6b,6
E01027930,7a2,7a,7
E01027932,6a2,6a,6
E01027933,6b2,6b,6
E01027934,1b1,1b,1
E01027935,7b2,7b,7
E01027936,1a1,1a,1
E01027937,8b1,8b,8
E01027938,1c2,1c,1
E01027939,7a2,7a,7
E01027940,2a2,2a,2
E01027941,7a2,7a,7
E01027942,5b1,5b,5
E01027943,1a1,1a,1
E01027944,1c2,1c,1
E01027945,2b1,2b,2
E01027946,2b1,2b,2
E01027947,2b2,2b,2
E01027948,2a1,2a,2
E01027949,2a2,2a,2
E01027950,7a2,7a,7
E01027951,7a2,7a,7
E01027952,7a2,7a,7
E01027953,7b1,7b,7
E01027954,7a2,7a,7
E01027955,6b2,6b,6
E01027956,7a2,7a,7
E01027957,7b1,7b,7
E01027958,7b1,7b,7
E01027959,1c2,1c,1
E01027960,1a1,1a,1
E01027961,1a1,1a,1
E01027962,1b1,1b,1
E01027963,7b2,7b,7
E01027964,7a2,7a,7
E01027965,7a2,7a,7
E01027966,7a2,7a,7
E01027967,6b3,6b,6
E01027968,2c2,2c,2
E01027969,2a1,2a,2
E01027970,2a2,2a,2
E01027971,1a1,1a,1
E01027972,7b1,7b,7
E01027973,1b1,1b,1
E01027974,8b1,8b,8
E01027975,2a2,2a,2
E01027976,7a2,7a,7
E01027977,7b1,7b,7
E01027978,6b3,6b,6
E01027979,1a2,1a,1
E01027980,7b1,7b,7
E01027981,1a1,1a,1
E01027982,2b2,2b,2
E01027983,7b1,7b,7
E01027984,2b2,2b,2
E01027985,2a1,2a,2
E01027986,7a2,7a,7
E01027987,7b1,7b,7
E01027988,2a1,2a,2
E01027989,2b1,2b,2
E01027990,1a1,1a,1
E01027991,7a2,7a,7
E01027992,1c2,1c,1
E01027993,2a2,2a,2
E01027994,2b2,2b,2
E01027995,1b1,1b,1
E01027996,2b2,2b,2
E01027997,1b1,1b,1
E01027998,2a2,2a,2
E01027999,1a1,1a,1
E01028000,1a1,1a,1
E01028001,7a2,7a,7
E01028002,7b1,7b,7
E01028003,1b1,1b,1
E01028004,1b2,1b,1
E01028005,1a1,1a,1
E01028006,2b1,2b,2
E01028007,1a1,1a,1
E01028008,7b1,7b,7
E01028009,1a2,1a,1
E01028010,1c1,1c,1
E01028011,7a2,7a,7
E01028012,7a2,7a,7
E01028013,2c1,2c,2
E01028014,7a2,7a,7
E01028015,1b1,1b,1
E01028016,1b2,1b,1
E01028017,2b2,2b,2
E01028018,1a1,1a,1
E01028019,7a2,7a,7
E01028020,6b3,6b,6
E01028021,1b1,1b,1
E01028022,7b1,7b,7
E01028023,1a1,1a,1
E01028024,2b2,2b,2
E01028025,7b1,7b,7
E01028026,7a2,7a,7
E01028027,2a1,2a,2
E01028028,2a1,2a,2
E01028029,7a2,7a,7
E01028030,7b2,7b,7
E01028031,2a2,2a,2
E01028032,1a1,1a,1
E01028033,1a1,1a,1
E01028034,1a1,1a,1
E01028035,2b1,2b,2
E01028036,5b1,5b,5
E01028037,2b1,2b,2
E01028038,2b1,2b,2
E01028039,1a1,1a,1
E01028042,1b1,1b,1
E01028043,1b1,1b,1
E01028044,7b1,7b,7
E01028045,7b2,7b,7
E01028046,1b1,1b,1
E01028047,1c2,1c,1
E01028048,7b1,7b,7
E01028049,7b1,7b,7
E01028050,2c2,2c,2
E01028051,1a1,1a,1
E01028052,2a1,2a,2
E01028053,7a2,7a,7
E01028054,1b1,1b,1
E01028055,8a2,8a,8
E01028056,2a1,2a,2
E01028057,6b3,6b,6
E01028058,2a2,2a,2
E01028059,1c2,1c,1
E01028060,1c2,1c,1
E01028061,1a1,1a,1
E01028062,6b3,6b,6
E01028063,1c2,1c,1
E01028064,7b1,7b,7
E01028065,7b1,7b,7
E01028066,7a2,7a,7
E01028067,7b1,7b,7
E01028068,6b3,6b,6
E01028069,6c1,6c,6
E01028070,1c1,1c,1
E01028073,3c2,3c,3
E01028074,4b2,4b,4
E01028075,6c2,6c,6
E01028076,5b2,5b,5
E01028077,4b3,4b,4
E01028078,6a1,6a,6
E01028079,5a1,5a,5
E01028080,6c2,6c,6
E01028081,2c2,2c,2
E01028082,5b1,5b,5
E01028083,6c2,6c,6
E01028084,1c1,1c,1
E01028085,5a3,5a,5
E01028086,5a3,5a,5
E01028087,5a1,5a,5
E01028088,5b2,5b,5
E01028089,5b2,5b,5
E01028090,5b1,5b,5
E01028091,5b2,5b,5
E01028092,1b1,1b,1
E01028093,1a1,1a,1
E01028094,5a1,5a,5
E01028095,1b1,1b,1
E01028096,1c1,1c,1
E01028097,1b1,1b,1
E01028098,6a3,6a,6
E01028099,1b1,1b,1
E01028100,6b1,6b,6
E01028101,6a3,6a,6
E01028102,1b1,1b,1
E01028103,7a2,7a,7
E01028104,2b2,2b,2
E01028105,1c2,1c,1
E01028106,2a2,2a,2
E01028107,1b1,1b,1
E01028108,2b2,2b,2
E01028109,7a2,7a,7
E01028110,7b1,7b,7
E01028111,2c1,2c,2
E01028112,2c2,2c,2
E01028113,7a2,7a,7
E01028114,2a1,2a,2
E01028115,1b1,1b,1
E01028116,2b2,2b,2
E01028117,1b1,1b,1
E01028118,1a1,1a,1
E01028119,5b2,5b,5
E01028120,1c2,1c,1
E01028121,5b2,5b,5
E01028122,7a2,7a,7
E01028123,1c2,1c,1
E01028124,1c1,1c,1
E01028125,1b1,1b,1
E01028126,2a2,2a,2
E01028127,6b3,6b,6
E01028128,1b1,1b,1
E01028129,6b1,6b,6
E01028130,6b1,6b,6
E01028131,1b1,1b,1
E01028132,6a2,6a,6
E01028133,6b1,6b,6
E01028134,6b2,6b,6
E01028135,1c1,1c,1
E01028136,1b1,1b,1
E01028137,5a3,5a,5
E01028138,5a1,5a,5
E01028139,1c1,1c,1
E01028142,5a3,5a,5
E01028143,1c2,1c,1
E01028144,6b1,6b,6
E01028146,5b1,5b,5
E01028147,6a3,6a,6
E01028148,1c1,1c,1
E01028149,1b1,1b,1
E01028150,1a1,1a,1
E01028151,1c1,1c,1
E01028152,2c2,2c,2
E01028153,7b2,7b,7
E01028154,7b2,7b,7
E01028155,2c2,2c,2
E01028156,5a3,5a,5
E01028157,5b2,5b,5
E01028158,6b1,6b,6
E01028159,6b1,6b,6
E01028160,6b1,6b,6
E01028161,6a1,6a,6
E01028162,2a1,2a,2
E01028163,5a3,5a,5
E01028164,6a2,6a,6
E01028165,2a1,2a,2
E01028166,6a2,6a,6
E01028167,6b3,6b,6
E01028168,2a1,2a,2
E01028169,1c1,1c,1
E01028170,2c2,2c,2
E01028171,6b1,6b,6
E01028172,1b1,1b,1
E01028173,6a1,6a,6
E01028174,7b1,7b,7
E01028175,2c2,2c,2
E01028176,5a2,5a,5
E01028177,2a1,2a,2
E01028178,1a1,1a,1
E01028179,1b1,1b,1
E01028180,5a3,5a,5
E01028181,2a1,2a,2
E01028182,5a3,5a,5
E01028183,1b1,1b,1
E01028184,5b1,5b,5
E01028185,6b2,6b,6
E01028186,6b2,6b,6
E01028187,6a1,6a,6
E01028188,6b2,6b,6
E01028189,7b1,7b,7
E01028190,1b1,1b,1
E01028191,7b1,7b,7
E01028192,6a1,6a,6
E01028193,5a2,5a,5
E01028194,5a2,5a,5
E01028195,2c2,2c,2
E01028196,1c1,1c,1
E01028197,1b1,1b,1
E01028198,1c1,1c,1
E01028199,1c1,1c,1
E01028200,5a2,5a,5
E01028201,1c2,1c,1
E01028202,2b2,2b,2
E01028203,2a1,2a,2
E01028204,1c2,1c,1
E01028205,1c2,1c,1
E01028206,2c2,2c,2
E01028207,1b1,1b,1
E01028208,7a2,7a,7
E01028209,7b1,7b,7
E01028210,2a3,2a,2
E01028211,5a1,5a,5
E01028212,6a2,6a,6
E01028213,1a1,1a,1
E01028214,1c1,1c,1
E01028215,5b2,5b,5
E01028216,1c1,1c,1
E01028217,5a2,5a,5
E01028218,1c1,1c,1
E01028219,1b1,1b,1
E01028220,2a1,2a,2
E01028222,1c1,1c,1
E01028223,2a1,2a,2
E01028224,2b1,2b,2
E01028225,7b2,7b,7
E01028226,7b1,7b,7
E01028227,6b3,6b,6
E01028228,6b3,6b,6
E01028229,1b1,1b,1
E01028230,7b1,7b,7
E01028231,7a2,7a,7
E01028232,1a2,1a,1
E01028233,6a3,6a,6
E01028234,7b1,7b,7
E01028235,1b1,1b,1
E01028236,2a1,2a,2
E01028237,7b1,7b,7
E01028238,7b1,7b,7
E01028239,1b1,1b,1
E01028240,1c1,1c,1
E01028242,2a1,2a,2
E01028243,1b1,1b,1
E01028244,1b1,1b,1
E01028245,7b1,7b,7
E01028246,5a3,5a,5
E01028247,6b3,6b,6
E01028248,6b3,6b,6
E01028249,7b1,7b,7
E01028250,1b1,1b,1
E01028251,1c2,1c,1
E01028252,1c2,1c,1
E01028253,1b1,1b,1
E01028254,6a1,6a,6
E01028255,1c1,1c,1
E01028256,6a3,6a,6
E01028257,7b1,7b,7
E01028258,7b1,7b,7
E01028259,7b1,7b,7
E01028260,2b1,2b,2
E01028261,2b2,2b,2
E01028262,1b1,1b,1
E01028263,7a2,7a,7
E01028264,1b1,1b,1
E01028267,7b1,7b,7
E01028268,6b3,6b,6
E01028269,6b3,6b,6
E01028270,1c1,1c,1
E01028271,6b3,6b,6
E01028272,6b3,6b,6
E01028273,2b2,2b,2
E01028274,2a1,2a,2
E01028275,7b1,7b,7
E01028276,7a2,7a,7
E01028277,2b2,2b,2
E01028278,7b2,7b,7
E01028279,7a2,7a,7
E01028280,1b1,1b,1
E01028281,7b1,7b,7
E01028282,7a2,7a,7
E01028283,2a1,2a,2
E01028284,6b3,6b,6
E01028285,2c2,2c,2
E01028286,7a2,7a,7
E01028287,2a2,2a,2
E01028288,2a2,2a,2
E01028289,1b1,1b,1
E01028290,1b1,1b,1
E01028291,7b1,7b,7
E01028292,1c2,1c,1
E01028293,2c2,2c,2
E01028294,6b3,6b,6
E01028295,1a1,1a,1
E01028296,2b2,2b,2
E01028297,7b1,7b,7
E01028298,2b2,2b,2
E01028299,7b1,7b,7
E01028300,7a2,7a,7
E01028301,7a2,7a,7
E01028302,2b1,2b,2
E01028303,1a2,1a,1
E01028304,6b3,6b,6
E01028305,6b3,6b,6
E01028306,2c2,2c,2
E01028307,2b2,2b,2
E01028308,7b1,7b,7
E01028309,1b1,1b,1
E01028310,6b3,6b,6
E01028311,6b3,6b,6
E01028312,1a1,1a,1
E01028313,7a2,7a,7
E01028315,1a2,1a,1
E01028316,2b2,2b,2
E01028317,1a1,1a,1
E01028318,7b1,7b,7
E01028319,7a2,7a,7
E01028320,7a2,7a,7
E01028321,2c2,2c,2
E01028322,2b1,2b,2
E01028323,7a2,7a,7
E01028325,1a1,1a,1
E01028326,7b2,7b,7
E01028327,1c2,1c,1
E01028328,1a1,1a,1
E01028329,1a1,1a,1
E01028330,1a1,1a,1
E01028331,5b1,5b,5
E01028332,1c2,1c,1
E01028333,1b1,1b,1
E01028334,7b1,7b,7
E01028335,6b3,6b,6
E01028336,1a1,1a,1
E01028337,1a1,1a,1
E01028338,7b2,7b,7
E01028339,7b1,7b,7
E01028340,1b1,1b,1
E01028342,7b1,7b,7
E01028343,7a2,7a,7
E01028344,1c2,1c,1
E01028345,2c1,2c,2
E01028346,1c1,1c,1
E01028347,1c2,1c,1
E01028348,2c2,2c,2
E01028349,1a1,1a,1
E01028350,2b2,2b,2
E01028351,1c1,1c,1
E01028352,1a1,1a,1
E01028353,1a1,1a,1
E01028354,1c1,1c,1
E01028355,5a3,5a,5
E01028356,5b1,5b,5
E01028357,1c1,1c,1
E01028358,2c2,2c,2
E01028359,2b2,2b,2
E01028360,2a1,2a,2
E01028361,1c2,1c,1
E01028362,7b1,7b,7
E01028363,5b2,5b,5
E01028364,5b2,5b,5
E01028365,5b2,5b,5
E01028366,7b1,7b,7
E01028367,7b1,7b,7
E01028368,2b1,2b,2
E01028369,7b1,7b,7
E01028370,2c2,2c,2
E01028371,5b1,5b,5
E01028372,5b2,5b,5
E01028374,5b2,5b,5
E01028375,5b1,5b,5
E01028376,5b1,5b,5
E01028377,5b2,5b,5
E01028378,1a1,1a,1
E01028379,1c1,1c,1
E01028380,7b1,7b,7
E01028381,1b1,1b,1
E01028382,1c1,1c,1
E01028383,2b1,2b,2
E01028384,5a3,5a,5
E01028385,5a2,5a,5
E01028386,5a2,5a,5
E01028387,2b2,2b,2
E01028388,1c2,1c,1
E01028389,1b2,1b,1
E01028390,2b2,2b,2
E01028391,5b2,5b,5
E01028392,5a1,5a,5
E01028393,1c1,1c,1
E01028394,1b1,1b,1
E01028395,1c1,1c,1
E01028396,5a2,5a,5
E01028397,1c1,1c,1
E01028398,5a3,5a,5
E01028399,5a1,5a,5
E01028400,5a2,5a,5
E01028401,5a2,5a,5
E01028402,1a1,1a,1
E01028403,1a1,1a,1
E01028404,1c1,1c,1
E01028405,2b2,2b,2
E01028406,2b2,2b,2
E01028407,2a1,2a,2
E01028408,2b1,2b,2
E01028409,1c1,1c,1
E01028410,5b1,5b,5
E01028411,1a1,1a,1
E01028412,1c1,1c,1
E01028413,2c2,2c,2
E01028414,2c1,2c,2
E01028415,1c2,1c,1
E01028416,3a3,3a,3
E01028417,5a1,5a,5
E01028418,6c1,6c,6
E01028419,1c1,1c,1
E01028420,1a1,1a,1
E01028421,1c1,1c,1
E01028422,2c1,2c,2
E01028423,2b2,2b,2
E01028426,5b1,5b,5
E01028427,6c2,6c,6
E01028428,5b1,5b,5
E01028429,1b1,1b,1
E01028430,6c2,6c,6
E01028431,2b2,2b,2
E01028432,6a2,6a,6
E01028433,2b2,2b,2
E01028434,2b2,2b,2
E01028435,3b1,3b,3
E01028437,4b3,4b,4
E01028439,5b1,5b,5
E01028440,6c2,6c,6
E01028441,6a3,6a,6
E01028443,2a1,2a,2
E01028444,1b1,1b,1
E01028445,4b3,4b,4
E01028446,6a1,6a,6
E01028447,6b3,6b,6
E01028448,4b3,4b,4
E01028449,6a2,6a,6
E01028450,6a3,6a,6
E01028451,6a1,6a,6
E01028452,7b1,7b,7
E01028453,6a1,6a,6
E01028454,6a2,6a,6
E01028455,2a1,2a,2
E01028456,5b1,5b,5
E01028457,5b1,5b,5
E01028458,6a1,6a,6
E01028459,2a1,2a,2
E01028460,5b1,5b,5
E01028461,2a1,2a,2
E01028462,6b1,6b,6
E01028463,6c2,6c,6
E01028464,6c2,6c,6
E01028465,2a1,2a,2
E01028466,6a1,6a,6
E01028467,6c2,6c,6
E01028469,5b1,5b,5
E01028470,2a1,2a,2
E01028471,6a1,6a,6
E01028472,5b1,5b,5
E01028473,2a2,2a,2
E01028474,2b2,2b,2
E01028476,2b2,2b,2
E01028477,5b1,5b,5
E01028478,1b1,1b,1
E01028479,2b1,2b,2
E01028480,2b1,2b,2
E01028481,2c2,2c,2
E01028482,1a1,1a,1
E01028483,2b2,2b,2
E01028484,2b2,2b,2
E01028485,2b2,2b,2
E01028486,1a1,1a,1
E01028487,5b1,5b,5
E01028488,6c2,6c,6
E01028489,5a2,5a,5
E01028490,6b1,6b,6
E01028491,5a3,5a,5
E01028492,5a1,5a,5
E01028493,6a1,6a,6
E01028494,6a1,6a,6
E01028495,6c2,6c,6
E01028496,5a1,5a,5
E01028497,1a1,1a,1
E01028498,2b2,2b,2
E01028499,2b2,2b,2
E01028500,5b1,5b,5
E01028501,5a2,5a,5
E01028502,2b1,2b,2
E01028503,2b1,2b,2
E01028504,1a1,1a,1
E01028506,2b2,2b,2
E01028507,2b1,2b,2
E01028508,2b1,2b,2
E01028510,5a2,5a,5
E01028511,2c1,2c,2
E01028512,5b1,5b,5
E01028513,4a1,4a,4
E01028514,4b3,4b,4
E01028515,5b1,5b,5
E01028516,4b2,4b,4
E01028517,4b3,4b,4
E01028518,4a1,4a,4
E01028519,4a1,4a,4
E01028520,4b3,4b,4
E01028521,3a1,3a,3
E01028522,3a1,3a,3
E01028523,4b2,4b,4
E01028524,4b4,4b,4
E01028525,4a2,4a,4
E01028526,4b2,4b,4
E01028527,4b2,4b,4
E01028528,4b2,4b,4
E01028529,4c2,4c,4
E01028530,4b1,4b,4
E01028531,3c2,3c,3
E01028532,4b2,4b,4
E01028534,5a1,5a,5
E01028535,5a3,5a,5
E01028536,6c1,6c,6
E01028537,6c2,6c,6
E01028538,4b4,4b,4
E01028539,4b2,4b,4
E01028540,5a2,5a,5
E01028541,6c1,6c,6
E01028542,4b2,4b,4
E01028543,6c1,6c,6
E01028544,6c1,6c,6
E01028545,6c1,6c,6
E01028546,4b4,4b,4
E01028547,6c1,6c,6
E01028548,6c1,6c,6
E01028549,6c1,6c,6
E01028550,3c2,3c,3
E01028551,6c1,6c,6
E01028552,4a2,4a,4
E01028553,6c2,6c,6
E01028554,4b2,4b,4
E01028555,6c2,6c,6
E01028556,6c1,6c,6
E01028557,4b4,4b,4
E01028558,4b4,4b,4
E01028559,4b2,4b,4
E01028560,4a2,4a,4
E01028561,5a3,5a,5
E01028562,4b3,4b,4
E01028563,5a3,5a,5
E01028565,6c1,6c,6
E01028567,4b3,4b,4
E01028568,6a3,6a,6
E01028569,6a3,6a,6
E01028570,4b2,4b,4
E01028571,6c2,6c,6
E01028572,5a1,5a,5
E01028573,5a3,5a,5
E01028574,6c2,6c,6
E01028575,6c2,6c,6
E01028576,4b3,4b,4
E01028577,4b3,4b,4
E01028578,5a1,5a,5
E01028579,4b2,4b,4
E01028580,3c2,3c,3
E01028581,5a3,5a,5
E01028582,3c2,3c,3
E01028584,5a3,5a,5
E01028586,6c1,6c,6
E01028587,6c1,6c,6
E01028588,3a1,3a,3
E01028591,5a2,5a,5
E01028592,6c1,6c,6
E01028594,5a2,5a,5
E01028595,5a3,5a,5
E01028596,5a2,5a,5
E01028597,6c2,6c,6
E01028598,2b1,2b,2
E01028599,2c2,2c,2
E01028600,2a2,2a,2
E01028601,2b2,2b,2
E01028602,5a3,5a,5
E01028603,5a3,5a,5
E01028604,6a2,6a,6
E01028605,7a2,7a,7
E01028606,2b2,2b,2
E01028607,1a2,1a,1
E01028608,1a1,1a,1
E01028609,2b2,2b,2
E01028610,2a2,2a,2
E01028611,1c1,1c,1
E01028612,2b1,2b,2
E01028613,2c2,2c,2
E01028614,2b2,2b,2
E01028615,1a1,1a,1
E01028616,2b2,2b,2
E01028617,2c2,2c,2
E01028619,2b2,2b,2
E01028622,6c2,6c,6
E01028623,2c2,2c,2
E01028624,6c2,6c,6
E01028625,5b1,5b,5
E01028626,5b1,5b,5
E01028627,5b1,5b,5
E01028628,2a1,2a,2
E01028629,6c2,6c,6
E01028630,6b3,6b,6
E01028631,2b2,2b,2
E01028632,6b1,6b,6
E01028633,6b1,6b,6
E01028634,1b1,1b,1
E01028635,6b1,6b,6
E01028636,7a2,7a,7
E01028637,6c2,6c,6
E01028638,2b2,2b,2
E01028639,5a2,5a,5
E01028640,2b2,2b,2
E01028641,5a2,5a,5
E01028642,2b1,2b,2
E01028643,1c1,1c,1
E01028644,2c2,2c,2
E01028645,1c1,1c,1
E01028646,2b2,2b,2
E01028647,5a2,5a,5
E01028649,2b2,2b,2
E01028650,1c1,1c,1
E01028651,2c2,2c,2
E01028652,2c2,2c,2
E01028653,6b1,6b,6
E01028654,2b2,2b,2
E01028655,6c1,6c,6
E01028656,1c1,1c,1
E01028657,5a3,5a,5
E01028658,5a3,5a,5
E01028659,2b2,2b,2
E01028660,2b1,2b,2
E01028661,1c1,1c,1
E01028662,1c1,1c,1
E01028663,2c2,2c,2
E01028664,2c1,2c,2
E01028665,1c1,1c,1
E01028666,6c2,6c,6
E01028667,2a2,2a,2
E01028668,1c2,1c,1
E01028669,7b1,7b,7
E01028670,1c1,1c,1
E01028671,2c2,2c,2
E01028672,2b2,2b,2
E01028673,6a2,6a,6
E01028674,2c2,2c,2
E01028675,7a2,7a,7
E01028676,6b1,6b,6
E01028677,6c2,6c,6
E01028678,1a1,1a,1
E01028679,2b1,2b,2
E01028680,2c2,2c,2
E01028681,1c1,1c,1
E01028682,2c2,2c,2
E01028683,5a2,5a,5
E01028684,2c2,2c,2
E01028685,1c1,1c,1
E01028686,5a2,5a,5
E01028688,5b1,5b,5
E01028689,6c2,6c,6
E01028690,6c2,6c,6
E01028691,6c2,6c,6
E01028692,6a1,6a,6
E01028693,5b2,5b,5
E01028694,6c2,6c,6
E01028695,2a2,2a,2
E01028696,5a3,5a,5
E01028697,6a2,6a,6
E01028698,6c1,6c,6
E01028699,1c1,1c,1
E01028700,6a2,6a,6
E01028701,5a3,5a,5
E01028702,1b1,1b,1
E01028703,6b1,6b,6
E01028704,6c2,6c,6
E01028705,2a2,2a,2
E01028706,1c2,1c,1
E01028707,1b1,1b,1
E01028708,6a2,6a,6
E01028709,5a2,5a,5
E01028710,5a2,5a,5
E01028711,2b1,2b,2
E01028712,2b1,2b,2
E01028713,2b1,2b,2
E01028715,5a3,5a,5
E01028716,2b2,2b,2
E01028717,6b1,6b,6
E01028718,6b1,6b,6
E01028719,2b1,2b,2
E01028720,2b2,2b,2
E01028721,2a1,2a,2
E01028722,2b2,2b,2
E01028723,2b2,2b,2
E01028724,2b2,2b,2
E01028725,2b2,2b,2
E01028726,2b2,2b,2
E01028728,2b2,2b,2
E01028729,1c2,1c,1
E01028730,2b1,2b,2
E01028731,2b2,2b,2
E01028732,2b2,2b,2
E01028733,5a2,5a,5
E01028734,5a2,5a,5
E01028735,5a1,5a,5
E01028737,1a1,1a,1
E01028738,4b3,4b,4
E01028739,2b2,2b,2
E01028740,5a1,5a,5
E01028741,5a2,5a,5
E01028742,6a2,6a,6
E01028743,5a2,5a,5
E01028744,5a2,5a,5
E01028745,2b2,2b,2
E01028746,2b2,2b,2
E01028747,6c2,6c,6
E01028748,6a1,6a,6
E01028749,2b1,2b,2
E01028750,7a2,7a,7
E01028751,5a2,5a,5
E01028752,2c2,2c,2
E01028753,5a3,5a,5
E01028754,2b2,2b,2
E01028755,2c2,2c,2
E01028757,2b2,2b,2
E01028758,1b1,1b,1
E01028759,6a2,6a,6
E01028760,2a1,2a,2
E01028761,2b2,2b,2
E01028762,2b2,2b,2
E01028763,2c1,2c,2
E01028764,2b1,2b,2
E01028765,2b1,2b,2
E01028767,2b1,2b,2
E01028771,7a2,7a,7
E01028772,2b2,2b,2
E01028773,2c2,2c,2
E01028774,2a1,2a,2
E01028775,1a2,1a,1
E01028776,2b1,2b,2
E01028777,2c2,2c,2
E01028778,2c2,2c,2
E01028779,2b2,2b,2
E01028780,2b2,2b,2
E01028781,7a2,7a,7
E01028782,2a2,2a,2
E01028783,2c2,2c,2
E01028784,2b2,2b,2
E01028785,2c2,2c,2
E01028786,1b1,1b,1
E01028787,7a2,7a,7
E01028788,2b2,2b,2
E01028789,2c2,2c,2
E01028790,2b2,2b,2
E01028791,1a1,1a,1
